عدد قراء حفص الكاملين: 96
سيتم إنشاء الملفات داخل: timings_hafs_114

📖 تحميل توقيتات السورة 001 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=7
  ✅ read=46 | صلاح بو خاطر | ayat=29
  ✅ read=48 | عادل ريان | ayat=29
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=29
  ✅ read=50 | عبدالبارئ محمد | ayat=29
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=30
  ✅ read=54 | عبدالرحمن السديس | ayat=29
  ✅ read=55 | عبدالعزيز الأحمد | ayat=29
  ✅ read=56 | عبدالعزيز الزهراني | ayat=29
  ✅ read=58 | عبدالله البعيجان | ayat=29
  ✅ read=59 | عبدالله المطرود | ayat=29
  ✅ read=60 | عبدالله بصفر | ayat=30
  ✅ read=61 | عبدالله خياط | ayat=29
  ✅ read=62 | عبدالله عواد الجهني | ayat=30
  ✅ read=66 | عبدالمحسن الحارثي | ayat=29
  ✅ read=67 | عبدالمحسن القاسم | ayat=30
  ✅ read=69 | عبدالمحسن العبيكان | ayat=29
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=29
  ✅ read=71 | عبدالودود حنيف | ayat=29
  ✅ read=72 | عبدالولي الأركاني | ayat=29
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=29
  ✅ read=76 | علي جابر | ayat=29
  ✅ read=77 | علي حجاج السويسي | ayat=30
  ✅ read=78 | عماد زهير حافظ | ayat=30
  ✅ read=81 | فارس عباد | ayat=29
  ✅ read=86 | ناصر القطامي | ayat=29
  ✅ read=87 | نبيل الرفاعي | ayat=29
  ✅ read=88 | نعمة الحسان | ayat=29
  ✅ read=89 | هاني الرفاعي | ayat=29
  ✅ read=92 | ياسر الدوسري | ayat=29
  ✅ read=106 | محمد الطبلاوي | ayat=30
  ✅ read=109 | محمد أيوب | ayat=29
  ✅ read=110 | محمد صالح عالم شاه | ayat=29
  ✅ read=112 | محمد صديق المنشاوي | ayat=30
  ✅ read=115 | محمد عبدالكريم | ayat=29
  ✅ read=118 | محمود خليل الحصري | ayat=30
  ✅ read=123 | مشاري العفاسي | ayat=29
  ✅ read=139 | ماجد الزامل | ayat=29
  ✅ read=159 | خالد المهنا | ayat=30
  ✅ read=181 | جمعان العصيمي | ayat=29
  ✅ read=193 | يوسف بن نوح أحمد | ayat=29
  ✅ read=198 | محمد رشاد الشريف | ayat=29
  ✅ read=201 | أحمد الطرابلسي | ayat=29
  ✅ read=203 | أحمد عامر | ayat=29
  ✅ read=217 | بندر بليله | ayat=29
  ✅ read=219 | وديع اليمني | ayat=29
  ✅ read=221 | رعد محمد الكردي | ayat=29
  ✅ read=225 | عبدالرحمن العوسي | ayat=29
  ✅ read=229 | محمد خليل القارئ | ayat=29
  ✅ read=232 | إبراهيم الدوسري | ayat=29
  ✅ read=236 | عبدالرحمن الماجد | ayat=29
  ✅ read=243 | عبدالله الموسى | ayat=29
  ✅ read=244 | عبدالله الخلف | ayat=29
  ✅ read=245 | منصور السالمي | ayat=29
  ✅ read=250 | محمد البخيت | ayat=29
  ✅ read=256 | أحمد خليل شاهين | ayat=29
  ✅ read=258 | عبدالرشيد صوفي | ayat=29
  ✅ read=259 | أحمد النفيس | ayat=29
  ✅ read=265 | أحمد ديبان | ayat=29
  ✅ read=268 | بيشه وا قادر الكردي | ayat=29
  ✅ read=273 | هيثم الدخين | ayat=29
  ✅ read=282 | عبدالعزيز التركي | ayat=29
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=29
  ✅ read=294 | سيد أحمد هاشمي | ayat=29
  ✅ read=295 | خالد كريم محمدي | ayat=29
  ✅ read=299 | حسن صالح | ayat=29
  ✅ read=300 | صالح الشمراني | ayat=29
  ✅ read=303 | عيسى عمر سناكو | ayat=29
  ✅ read=314 | أنس العمادي | ayat=29
  ✅ read=340 | محمد برهجي | ayat=29
  ✅ read=10905 | حسن الدغريري | ayat=29
✅ تم إنشاء: timings_hafs_114/timing_057.json

📖 تحميل توقيتات السورة 058 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=23
  ✅ read=3 | إبراهيم العسيري | ayat=22
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=22
  ✅ read=5 | أحمد بن علي العجمي | ayat=23
  ✅ read=6 | أحمد الحواشي | ayat=22
  ✅ read=8 | أحمد صابر | ayat=22
  ✅ read=9 | أحمد نعينع | ayat=23
  ✅ read=10 | أكرم العلاقمي | ayat=23
  ✅ read=12 | إدريس أبكر | ayat=22
  ✅ read=13 | الزين محمد أحمد | ayat=22
  ✅ read=17 | توفيق الصايغ | ayat=22
  ✅ read=20 | خالد الجليل | ayat=22
  ✅ read=21 | خالد القحطاني | ayat=22
  ✅ read=22 | خالد عبدالكافي | ayat=22
  ✅ read=24 | خليفة الطنيجي | ayat=22
  ✅ read=25 | داود حمزة | ayat=22
  ✅ read=30 | سعد الغامدي | ayat=22
  ✅ read=31 | سعود الشريم | ayat=23
  ✅ read=32 | سهل ياسين | ayat=23
  ✅ read=33 | زكي داغستاني | ayat=22
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=22
  ✅ read=39 | صابر عبدالحكم | ayat=22
  ✅ read=40 | صالح الصاهود | ayat=22
  ✅ read=42 | صالح الهبدان | ayat=22
  ✅ read=43 | صلاح البدير | ayat=22
  ✅ read=44 | صلاح الهاشم | ayat=22
  ✅ read=46 | صلاح بو خاطر | ayat=22
  ✅ read=48 | عادل ريان | ayat=22
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=22
  ✅ read=50 | عبدالبارئ محمد | ayat=22
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=23
  ✅ read=54 | عبدالرحمن السديس | ayat=22
  ✅ read=55 | عبدالعزيز الأحمد | ayat=22
  ✅ read=56 | عبدالعزيز الزهراني | ayat=22
  ✅ read=58 | عبدالله البعيجان | ayat=22
  ✅ read=59 | عبدالله المطرود | ayat=22
  ✅ read=60 | عبدالله بصفر | ayat=23
  ✅ read=61 | عبدالله خياط | ayat=22
  ✅ read=62 | عبدالله عواد الجهني | ayat=23
  ✅ read=66 | عبدالمحسن الحارثي | ayat=22
  ✅ read=67 | عبدالمحسن القاسم | ayat=23
  ✅ read=69 | عبدالمحسن العبيكان | ayat=22
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=22
  ✅ read=71 | عبدالودود حنيف | ayat=22
  ✅ read=72 | عبدالولي الأركاني | ayat=22
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=22
  ✅ read=76 | علي جابر | ayat=22
  ✅ read=77 | علي حجاج السويسي | ayat=23
  ✅ read=78 | عماد زهير حافظ | ayat=23
  ✅ read=81 | فارس عباد | ayat=22
  ✅ read=86 | ناصر القطامي | ayat=22
  ✅ read=87 | نبيل الرفاعي | ayat=22
  ✅ read=88 | نعمة الحسان | ayat=22
  ✅ read=89 | هاني الرفاعي | ayat=22
  ✅ read=92 | ياسر الدوسري | ayat=22
  ✅ read=106 | محمد الطبلاوي | ayat=23
  ✅ read=109 | محمد أيوب | ayat=22
  ✅ read=110 | محمد صالح عالم شاه | ayat=22
  ✅ read=112 | محمد صديق المنشاوي | ayat=23
  ✅ read=115 | محمد عبدالكريم | ayat=22
  ✅ read=118 | محمود خليل الحصري | ayat=23
  ✅ read=123 | مشاري العفاسي | ayat=22
  ✅ read=139 | ماجد الزامل | ayat=22
  ✅ read=159 | خالد المهنا | ayat=23
  ✅ read=181 | جمعان العصيمي | ayat=22
  ✅ read=193 | يوسف بن نوح أحمد | ayat=22
  ✅ read=198 | محمد رشاد الشريف | ayat=22
  ✅ read=201 | أحمد الطرابلسي | ayat=22
  ✅ read=203 | أحمد عامر | ayat=22
  ✅ read=217 | بندر بليله | ayat=22
  ✅ read=219 | وديع اليمني | ayat=22
  ✅ read=221 | رعد محمد الكردي | ayat=22
  ✅ read=225 | عبدالرحمن العوسي | ayat=22
  ✅ read=229 | محمد خليل القارئ | ayat=22
  ✅ read=232 | إبراهيم الدوسري | ayat=22
  ✅ read=236 | عبدالرحمن الماجد | ayat=22
  ✅ read=243 | عبدالله الموسى | ayat=22
  ✅ read=244 | عبدالله الخلف | ayat=22
  ✅ read=245 | منصور السالمي | ayat=22
  ✅ read=250 | محمد البخيت | ayat=22
  ✅ read=256 | أحمد خليل شاهين | ayat=22
  ✅ read=258 | عبدالرشيد صوفي | ayat=22
  ✅ read=259 | أحمد النفيس | ayat=22
  ✅ read=265 | أحمد ديبان | ayat=22
  ✅ read=268 | بيشه وا قادر الكردي | ayat=22
  ✅ read=273 | هيثم الدخين | ayat=22
  ✅ read=282 | عبدالعزيز التركي | ayat=22
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=22
  ✅ read=294 | سيد أحمد هاشمي | ayat=22
  ✅ read=295 | خالد كريم محمدي | ayat=22
  ✅ read=299 | حسن صالح | ayat=22
  ✅ read=300 | صالح الشمراني | ayat=22
  ✅ read=303 | عيسى عمر سناكو | ayat=22
  ✅ read=314 | أنس العمادي | ayat=22
  ✅ read=340 | محمد برهجي | ayat=22
  ✅ read=10905 | حسن الدغريري | ayat=22
✅ تم إنشاء: timings_hafs_114/timing_058.json

📖 تحميل توقيتات السورة 059 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=25
  ✅ read=3 | إبراهيم العسيري | ayat=24
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=24
  ✅ read=5 | أحمد بن علي العجمي | ayat=25
  ✅ read=6 | أحمد الحواشي | ayat=24
  ✅ read=8 | أحمد صابر | ayat=24
  ✅ read=9 | أحمد نعينع | ayat=25
  ✅ read=10 | أكرم العلاقمي | ayat=25
  ✅ read=12 | إدريس أبكر | ayat=24
  ✅ read=13 | الزين محمد أحمد | ayat=24
  ✅ read=17 | توفيق الصايغ | ayat=24
  ✅ read=20 | خالد الجليل | ayat=24
  ✅ read=21 | خالد القحطاني | ayat=24
  ✅ read=22 | خالد عبدالكافي | ayat=24
  ✅ read=24 | خليفة الطنيجي | ayat=24
  ✅ read=25 | داود حمزة | ayat=24
  ✅ read=30 | سعد الغامدي | ayat=24
  ✅ read=31 | سعود الشريم | ayat=25
  ✅ read=32 | سهل ياسين | ayat=25
  ✅ read=33 | زكي داغستاني | ayat=24
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=24
  ✅ read=39 | صابر عبدالحكم | ayat=24
  ✅ read=40 | صالح الصاهود | ayat=24
  ✅ read=42 | صالح الهبدان | ayat=24
  ✅ read=43 | صلاح البدير | ayat=24
  ✅ read=44 | صلاح الهاشم | ayat=24
  ✅ read=46 | صلاح بو خاطر | ayat=24
  ✅ read=48 | عادل ريان | ayat=24
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=24
  ✅ read=50 | عبدالبارئ محمد | ayat=24
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=25
  ✅ read=54 | عبدالرحمن السديس | ayat=24
  ✅ read=55 | عبدالعزيز الأحمد | ayat=24
  ✅ read=56 | عبدالعزيز الزهراني | ayat=24
  ✅ read=58 | عبدالله البعيجان | ayat=24
  ✅ read=59 | عبدالله المطرود | ayat=24
  ✅ read=60 | عبدالله بصفر | ayat=25
  ✅ read=61 | عبدالله خياط | ayat=24
  ✅ read=62 | عبدالله عواد الجهني | ayat=25
  ✅ read=66 | عبدالمحسن الحارثي | ayat=24
  ✅ read=67 | عبدالمحسن القاسم | ayat=25
  ✅ read=69 | عبدالمحسن العبيكان | ayat=24
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=24
  ✅ read=71 | عبدالودود حنيف | ayat=24
  ✅ read=72 | عبدالولي الأركاني | ayat=24
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=24
  ✅ read=76 | علي جابر | ayat=24
  ✅ read=77 | علي حجاج السويسي | ayat=25
  ✅ read=78 | عماد زهير حافظ | ayat=25
  ✅ read=81 | فارس عباد | ayat=24
  ✅ read=86 | ناصر القطامي | ayat=24
  ✅ read=87 | نبيل الرفاعي | ayat=24
  ✅ read=88 | نعمة الحسان | ayat=24
  ✅ read=89 | هاني الرفاعي | ayat=24
  ✅ read=92 | ياسر الدوسري | ayat=24
  ✅ read=106 | محمد الطبلاوي | ayat=25
  ✅ read=109 | محمد أيوب | ayat=24
  ✅ read=110 | محمد صالح عالم شاه | ayat=24
  ✅ read=112 | محمد صديق المنشاوي | ayat=25
  ✅ read=115 | محمد عبدالكريم | ayat=24
  ✅ read=118 | محمود خليل الحصري | ayat=25
  ✅ read=123 | مشاري العفاسي | ayat=24
  ✅ read=139 | ماجد الزامل | ayat=24
  ✅ read=159 | خالد المهنا | ayat=25
  ✅ read=181 | جمعان العصيمي | ayat=24
  ✅ read=193 | يوسف بن نوح أحمد | ayat=24
  ✅ read=198 | محمد رشاد الشريف | ayat=24
  ✅ read=201 | أحمد الطرابلسي | ayat=24
  ✅ read=203 | أحمد عامر | ayat=24
  ✅ read=217 | بندر بليله | ayat=24
  ✅ read=219 | وديع اليمني | ayat=24
  ✅ read=221 | رعد محمد الكردي | ayat=24
  ✅ read=225 | عبدالرحمن العوسي | ayat=24
  ✅ read=229 | محمد خليل القارئ | ayat=24
  ✅ read=232 | إبراهيم الدوسري | ayat=24
  ✅ read=236 | عبدالرحمن الماجد | ayat=24
  ✅ read=243 | عبدالله الموسى | ayat=24
  ✅ read=244 | عبدالله الخلف | ayat=24
  ✅ read=245 | منصور السالمي | ayat=24
  ✅ read=250 | محمد البخيت | ayat=24
  ✅ read=256 | أحمد خليل شاهين | ayat=24
  ✅ read=258 | عبدالرشيد صوفي | ayat=24
  ✅ read=259 | أحمد النفيس | ayat=24
  ✅ read=265 | أحمد ديبان | ayat=24
  ✅ read=268 | بيشه وا قادر الكردي | ayat=24
  ✅ read=273 | هيثم الدخين | ayat=24
  ✅ read=282 | عبدالعزيز التركي | ayat=24
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=24
  ✅ read=294 | سيد أحمد هاشمي | ayat=24
  ✅ read=295 | خالد كريم محمدي | ayat=24
  ✅ read=299 | حسن صالح | ayat=24
  ✅ read=300 | صالح الشمراني | ayat=24
  ✅ read=303 | عيسى عمر سناكو | ayat=24
  ✅ read=314 | أنس العمادي | ayat=24
  ✅ read=340 | محمد برهجي | ayat=24
  ✅ read=10905 | حسن الدغريري | ayat=24
✅ تم إنشاء: timings_hafs_114/timing_059.json

📖 تحميل توقيتات السورة 060 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=14
  ✅ read=3 | إبراهيم العسيري | ayat=13
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=13
  ✅ read=5 | أحمد بن علي العجمي | ayat=14
  ✅ read=6 | أحمد الحواشي | ayat=13
  ✅ read=8 | أحمد صابر | ayat=13
  ✅ read=9 | أحمد نعينع | ayat=14
  ✅ read=10 | أكرم العلاقمي | ayat=14
  ✅ read=12 | إدريس أبكر | ayat=13
  ✅ read=13 | الزين محمد أحمد | ayat=13
  ✅ read=17 | توفيق الصايغ | ayat=13
  ✅ read=20 | خالد الجليل | ayat=13
  ✅ read=21 | خالد القحطاني | ayat=13
  ✅ read=22 | خالد عبدالكافي | ayat=13
  ✅ read=24 | خليفة الطنيجي | ayat=13
  ✅ read=25 | داود حمزة | ayat=13
  ✅ read=30 | سعد الغامدي | ayat=13
  ✅ read=31 | سعود الشريم | ayat=14
  ✅ read=32 | سهل ياسين | ayat=14
  ✅ read=33 | زكي داغستاني | ayat=13
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=13
  ✅ read=39 | صابر عبدالحكم | ayat=13
  ✅ read=40 | صالح الصاهود | ayat=13
  ✅ read=42 | صالح الهبدان | ayat=13
  ✅ read=43 | صلاح البدير | ayat=13
  ✅ read=44 | صلاح الهاشم | ayat=13
  ✅ read=46 | صلاح بو خاطر | ayat=13
  ✅ read=48 | عادل ريان | ayat=13
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=13
  ✅ read=50 | عبدالبارئ محمد | ayat=13
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=14
  ✅ read=54 | عبدالرحمن السديس | ayat=13
  ✅ read=55 | عبدالعزيز الأحمد | ayat=13
  ✅ read=56 | عبدالعزيز الزهراني | ayat=13
  ✅ read=58 | عبدالله البعيجان | ayat=13
  ✅ read=59 | عبدالله المطرود | ayat=13
  ✅ read=60 | عبدالله بصفر | ayat=14
  ✅ read=61 | عبدالله خياط | ayat=13
  ✅ read=62 | عبدالله عواد الجهني | ayat=14
  ✅ read=66 | عبدالمحسن الحارثي | ayat=13
  ✅ read=67 | عبدالمحسن القاسم | ayat=14
  ✅ read=69 | عبدالمحسن العبيكان | ayat=13
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=13
  ✅ read=71 | عبدالودود حنيف | ayat=13
  ✅ read=72 | عبدالولي الأركاني | ayat=13
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=13
  ✅ read=76 | علي جابر | ayat=13
  ✅ read=77 | علي حجاج السويسي | ayat=14
  ✅ read=78 | عماد زهير حافظ | ayat=14
  ✅ read=81 | فارس عباد | ayat=13
  ✅ read=86 | ناصر القطامي | ayat=13
  ✅ read=87 | نبيل الرفاعي | ayat=13
  ✅ read=88 | نعمة الحسان | ayat=13
  ✅ read=89 | هاني الرفاعي | ayat=13
  ✅ read=92 | ياسر الدوسري | ayat=13
  ✅ read=106 | محمد الطبلاوي | ayat=14
  ✅ read=109 | محمد أيوب | ayat=13
  ✅ read=110 | محمد صالح عالم شاه | ayat=13
  ✅ read=112 | محمد صديق المنشاوي | ayat=14
  ✅ read=115 | محمد عبدالكريم | ayat=13
  ✅ read=118 | محمود خليل الحصري | ayat=14
  ✅ read=123 | مشاري العفاسي | ayat=13
  ✅ read=139 | ماجد الزامل | ayat=13
  ✅ read=159 | خالد المهنا | ayat=14
  ✅ read=181 | جمعان العصيمي | ayat=13
  ✅ read=193 | يوسف بن نوح أحمد | ayat=13
  ✅ read=198 | محمد رشاد الشريف | ayat=13
  ✅ read=201 | أحمد الطرابلسي | ayat=13
  ✅ read=203 | أحمد عامر | ayat=13
  ✅ read=217 | بندر بليله | ayat=13
  ✅ read=219 | وديع اليمني | ayat=13
  ✅ read=221 | رعد محمد الكردي | ayat=13
  ✅ read=225 | عبدالرحمن العوسي | ayat=13
  ✅ read=229 | محمد خليل القارئ | ayat=13
  ✅ read=232 | إبراهيم الدوسري | ayat=13
  ✅ read=236 | عبدالرحمن الماجد | ayat=13
  ✅ read=243 | عبدالله الموسى | ayat=13
  ✅ read=244 | عبدالله الخلف | ayat=13
  ✅ read=245 | منصور السالمي | ayat=13
  ✅ read=250 | محمد البخيت | ayat=13
  ✅ read=256 | أحمد خليل شاهين | ayat=13
  ✅ read=258 | عبدالرشيد صوفي | ayat=13
  ✅ read=259 | أحمد النفيس | ayat=13
  ✅ read=265 | أحمد ديبان | ayat=13
  ✅ read=268 | بيشه وا قادر الكردي | ayat=13
  ✅ read=273 | هيثم الدخين | ayat=13
  ✅ read=282 | عبدالعزيز التركي | ayat=13
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=13
  ✅ read=294 | سيد أحمد هاشمي | ayat=13
  ✅ read=295 | خالد كريم محمدي | ayat=13
  ✅ read=299 | حسن صالح | ayat=13
  ✅ read=300 | صالح الشمراني | ayat=13
  ✅ read=303 | عيسى عمر سناكو | ayat=13
  ✅ read=314 | أنس العمادي | ayat=13
  ✅ read=340 | محمد برهجي | ayat=13
  ✅ read=10905 | حسن الدغريري | ayat=13
✅ تم إنشاء: timings_hafs_114/timing_060.json

📖 تحميل توقيتات السورة 061 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=15
  ✅ read=3 | إبراهيم العسيري | ayat=14
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=14
  ✅ read=5 | أحمد بن علي العجمي | ayat=15
  ✅ read=6 | أحمد الحواشي | ayat=14
  ✅ read=8 | أحمد صابر | ayat=14
  ✅ read=9 | أحمد نعينع | ayat=15
  ✅ read=10 | أكرم العلاقمي | ayat=15
  ✅ read=12 | إدريس أبكر | ayat=14
  ✅ read=13 | الزين محمد أحمد | ayat=14
  ✅ read=17 | توفيق الصايغ | ayat=14
  ✅ read=20 | خالد الجليل | ayat=14
  ✅ read=21 | خالد القحطاني | ayat=14
  ✅ read=22 | خالد عبدالكافي | ayat=14
  ✅ read=24 | خليفة الطنيجي | ayat=14
  ✅ read=25 | داود حمزة | ayat=14
  ✅ read=30 | سعد الغامدي | ayat=14
  ✅ read=31 | سعود الشريم | ayat=15
  ✅ read=32 | سهل ياسين | ayat=15
  ✅ read=33 | زكي داغستاني | ayat=14
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=14
  ✅ read=39 | صابر عبدالحكم | ayat=14
  ✅ read=40 | صالح الصاهود | ayat=14
  ✅ read=42 | صالح الهبدان | ayat=14
  ✅ read=43 | صلاح البدير | ayat=14
  ✅ read=44 | صلاح الهاشم | ayat=14
  ✅ read=46 | صلاح بو خاطر | ayat=14
  ✅ read=48 | عادل ريان | ayat=14
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=14
  ✅ read=50 | عبدالبارئ محمد | ayat=14
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=15
  ✅ read=54 | عبدالرحمن السديس | ayat=14
  ✅ read=55 | عبدالعزيز الأحمد | ayat=14
  ✅ read=56 | عبدالعزيز الزهراني | ayat=14
  ✅ read=58 | عبدالله البعيجان | ayat=14
  ✅ read=59 | عبدالله المطرود | ayat=14
  ✅ read=60 | عبدالله بصفر | ayat=15
  ✅ read=61 | عبدالله خياط | ayat=14
  ✅ read=62 | عبدالله عواد الجهني | ayat=15
  ✅ read=66 | عبدالمحسن الحارثي | ayat=14
  ✅ read=67 | عبدالمحسن القاسم | ayat=15
  ✅ read=69 | عبدالمحسن العبيكان | ayat=14
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=14
  ✅ read=71 | عبدالودود حنيف | ayat=14
  ✅ read=72 | عبدالولي الأركاني | ayat=14
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=14
  ✅ read=76 | علي جابر | ayat=14
  ✅ read=77 | علي حجاج السويسي | ayat=15
  ✅ read=78 | عماد زهير حافظ | ayat=15
  ✅ read=81 | فارس عباد | ayat=14
  ✅ read=86 | ناصر القطامي | ayat=14
  ✅ read=87 | نبيل الرفاعي | ayat=14
  ✅ read=88 | نعمة الحسان | ayat=14
  ✅ read=89 | هاني الرفاعي | ayat=14
  ✅ read=92 | ياسر الدوسري | ayat=14
  ✅ read=106 | محمد الطبلاوي | ayat=15
  ✅ read=109 | محمد أيوب | ayat=14
  ✅ read=110 | محمد صالح عالم شاه | ayat=14
  ✅ read=112 | محمد صديق المنشاوي | ayat=15
  ✅ read=115 | محمد عبدالكريم | ayat=14
  ✅ read=118 | محمود خليل الحصري | ayat=15
  ✅ read=123 | مشاري العفاسي | ayat=14
  ✅ read=139 | ماجد الزامل | ayat=14
  ✅ read=159 | خالد المهنا | ayat=15
  ✅ read=181 | جمعان العصيمي | ayat=14
  ✅ read=193 | يوسف بن نوح أحمد | ayat=14
  ✅ read=198 | محمد رشاد الشريف | ayat=14
  ✅ read=201 | أحمد الطرابلسي | ayat=14
  ✅ read=203 | أحمد عامر | ayat=14
  ✅ read=217 | بندر بليله | ayat=14
  ✅ read=219 | وديع اليمني | ayat=14
  ✅ read=221 | رعد محمد الكردي | ayat=14
  ✅ read=225 | عبدالرحمن العوسي | ayat=14
  ✅ read=229 | محمد خليل القارئ | ayat=14
  ✅ read=232 | إبراهيم الدوسري | ayat=14
  ✅ read=236 | عبدالرحمن الماجد | ayat=14
  ✅ read=243 | عبدالله الموسى | ayat=14
  ✅ read=244 | عبدالله الخلف | ayat=14
  ✅ read=245 | منصور السالمي | ayat=14
  ✅ read=250 | محمد البخيت | ayat=14
  ✅ read=256 | أحمد خليل شاهين | ayat=14
  ✅ read=258 | عبدالرشيد صوفي | ayat=14
  ✅ read=259 | أحمد النفيس | ayat=14
  ✅ read=265 | أحمد ديبان | ayat=14
  ✅ read=268 | بيشه وا قادر الكردي | ayat=14
  ✅ read=273 | هيثم الدخين | ayat=14
  ✅ read=282 | عبدالعزيز التركي | ayat=14
  ✅ read=289 | أحمد عيسى المعصراوي | ayat=14
  ✅ read=294 | سيد أحمد هاشمي | ayat=14
  ✅ read=295 | خالد كريم محمدي | ayat=14
  ✅ read=299 | حسن صالح | ayat=14
  ✅ read=300 | صالح الشمراني | ayat=14
  ✅ read=303 | عيسى عمر سناكو | ayat=14
  ✅ read=314 | أنس العمادي | ayat=14
  ✅ read=340 | محمد برهجي | ayat=14
  ✅ read=10905 | حسن الدغريري | ayat=14
✅ تم إنشاء: timings_hafs_114/timing_061.json

📖 تحميل توقيتات السورة 062 ...
  ✅ read=1 | إبراهيم الأخضر | ayat=12
  ✅ read=3 | إبراهيم العسيري | ayat=11
  ✅ read=4 | شيخ أبو بكر الشاطري | ayat=11
  ✅ read=5 | أحمد بن علي العجمي | ayat=12
  ✅ read=6 | أحمد الحواشي | ayat=11
  ✅ read=8 | أحمد صابر | ayat=11
  ✅ read=9 | أحمد نعينع | ayat=12
  ✅ read=10 | أكرم العلاقمي | ayat=12
  ✅ read=12 | إدريس أبكر | ayat=11
  ✅ read=13 | الزين محمد أحمد | ayat=11
  ✅ read=17 | توفيق الصايغ | ayat=11
  ✅ read=20 | خالد الجليل | ayat=11
  ✅ read=21 | خالد القحطاني | ayat=11
  ✅ read=22 | خالد عبدالكافي | ayat=11
  ✅ read=24 | خليفة الطنيجي | ayat=11
  ✅ read=25 | داود حمزة | ayat=11
  ✅ read=30 | سعد الغامدي | ayat=11
  ✅ read=31 | سعود الشريم | ayat=12
  ✅ read=32 | سهل ياسين | ayat=12
  ✅ read=33 | زكي داغستاني | ayat=11
  ✅ read=38 | شيرزاد عبدالرحمن طاهر | ayat=11
  ✅ read=39 | صابر عبدالحكم | ayat=11
  ✅ read=40 | صالح الصاهود | ayat=11
  ✅ read=42 | صالح الهبدان | ayat=11
  ✅ read=43 | صلاح البدير | ayat=11
  ✅ read=44 | صلاح الهاشم | ayat=11
  ✅ read=46 | صلاح بو خاطر | ayat=11
  ✅ read=48 | عادل ريان | ayat=11
  ✅ read=49 | عبدالبارئ الثبيتي | ayat=11
  ✅ read=50 | عبدالبارئ محمد | ayat=11
  ✅ read=53 | عبدالباسط عبدالصمد | ayat=12
  ✅ read=54 | عبدالرحمن السديس | ayat=11
  ✅ read=55 | عبدالعزيز الأحمد | ayat=11
  ✅ read=56 | عبدالعزيز الزهراني | ayat=11
  ✅ read=58 | عبدالله البعيجان | ayat=11
  ✅ read=59 | عبدالله المطرود | ayat=11
  ✅ read=60 | عبدالله بصفر | ayat=12
  ✅ read=61 | عبدالله خياط | ayat=11
  ✅ read=62 | عبدالله عواد الجهني | ayat=12
  ✅ read=66 | عبدالمحسن الحارثي | ayat=11
  ✅ read=67 | عبدالمحسن القاسم | ayat=12
  ✅ read=69 | عبدالمحسن العبيكان | ayat=11
  ✅ read=70 | عبدالهادي أحمد كناكري | ayat=11
  ✅ read=71 | عبدالودود حنيف | ayat=11
  ✅ read=72 | عبدالولي الأركاني | ayat=11
  ✅ read=74 | علي بن عبدالرحمن الحذيفي | ayat=11
  ✅ read=76 | علي جابر | ayat=11
  ✅ read=77 | علي حجاج السويسي | ayat=12
  ✅ read=78 | عماد زهير حافظ | ayat=12
  ✅ read=81 | فارس عباد | ayat=11
  ✅ read=86 | ناصر القطامي | ayat=11
  ✅ read=87 | نبيل الرفاعي | ayat=11
  ✅ read=88 | نعمة الحسان | ayat=11
  ✅ read=89 | هاني الرفاعي | ayat=11
  ✅ read=92 | ياسر الدوسري | ayat=11
